 , , , , , ,Totals:," $171,331.39 ",685.32556
MSFT,5/19/2021 10:15,675,242.46,buy,currentHigh*0.97: 235.0504, , nan ,nan
MSFT,5/27/2021 12:45,675,250.03,sell,currentHigh*0.97: 244.36239999999998, ," $5,109.75 ",3.12%
MSFT,6/4/2021 6:30,681,247.77,buy,currentHigh*0.97: 241.5785, , nan ,nan
MSFT,6/8/2021 8:45,681,253.55,sell,currentHigh*0.97: 248.0096, ," $3,936.18 ",2.33%
MSFT,6/10/2021 8:45,673,256.45,buy,currentHigh*0.97: 249.07659999999996, , nan ,nan
MSFT,6/16/2021 11:00,673,258.52,sell,currentHigh*0.97: 252.75289999999998, ," $1,393.11 ",0.81%
MSFT,6/17/2021 7:30,673,258.43,buy,currentHigh*0.97: 251.31729999999996, , nan ,nan
MSFT,6/25/2021 9:45,673,265.26,sell,currentHigh*0.97: 259.7854, ," $4,596.59 ",2.64%
MSFT,6/29/2021 6:30,664,268.88,buy,currentHigh*0.97: 261.14340000000004, , nan ,nan
MSFT,7/6/2021 9:30,664,276.5,sell,currentHigh*0.97: 270.8725, ," $5,059.68 ",2.83%
MSFT,7/7/2021 6:30,657,279.4,buy,currentHigh*0.97: 270.8628, , nan ,nan
MSFT,7/8/2021 6:30,657,276.82,sell,currentHigh*0.97: 272.0656, ," $(1,695.06)",-0.92%
MSFT,7/13/2021 6:45,652,279.09,buy,currentHigh*0.97: 272.0462, , nan ,nan
MSFT,7/15/2021 9:00,652,280.75,sell,currentHigh*0.97: 274.71369999999996, ," $1,082.32 ",0.59%
MSFT,7/20/2021 8:45,657,278.57,buy,currentHigh*0.97: 270.3972, , nan ,nan
MSFT,7/26/2021 7:15,657,287.34,sell,currentHigh*0.97: 281.0381, ," $5,761.89 ",3.15%
MSFT,7/28/2021 6:30,653,288.99,buy,currentHigh*0.97: 277.2066, , nan ,nan
MSFT,7/28/2021 9:30,653,287.11,sell,currentHigh*0.97: 280.7471, ," $(1,227.64)",-0.65%
MSFT,8/5/2021 7:15,651,288,buy,currentHigh*0.97: 279.554, , nan ,nan
MSFT,8/10/2021 7:30,651,287.99,sell,currentHigh*0.97: 280.8635, , $(6.51),0.00%
MSFT,8/12/2021 8:00,648,289.5,buy,currentHigh*0.97: 280.4658, , nan ,nan
MSFT,8/16/2021 7:15,648,291.83,sell,currentHigh*0.97: 285.2867, ," $1,509.84 ",0.80%
MSFT,8/19/2021 8:15,645,293.18,buy,currentHigh*0.97: 284.61740000000003, , nan ,nan
